Customer_ID,Name,Gender,Age,Email,City,Signup_Date,Membership_Tier,Annual_Income,Purchase_Count,Total_Spent,Payment_Method,Satisfaction_Score,Churn_Risk_Score,App_Installed,Newsletter_Subscribed
CUST_01778,John Zavala,Male,38,qwilson@example.com,San Antonio,2026-02-16,Bronze,50885,22,4008.71,Apple Pay,2,0.97,TRUE,TRUE
CUST_01779,Nicholas Watson,Male,27,qsosa@example.net,San Antonio,2025-05-15,Gold,52512,8,970.88,Credit Card,5,0.71,TRUE,TRUE
CUST_01780,Robert Rivera,Male,32,alison98@example.net,Houston,2024-07-12,Silver,91739,12,1304.57,Apple Pay,1,0.7,TRUE,FALSE
CUST_01781,Stephanie Perez,Female,35,hamiltonjoseph@example.net,Chicago,2024-08-05,Bronze,80500,16,2364.04,Credit Card,4,0.81,FALSE,FALSE
CUST_01782,Dr. Amber Vargas,Female,25,daniel28@example.org,New York,2026-03-24,Silver,38933,4,541.63,Apple Pay,2,0.4,TRUE,FALSE
CUST_01783,Tyler Marshall,Male,56,saraterry@example.net,Houston,2024-10-12,Bronze,60667,16,1090.19,PayPal,4,0.68,TRUE,TRUE
CUST_01784,Jennifer Rivera,Female,23,sanchezcindy@example.net,San Diego,2023-11-22,Gold,53059,13,262.26,Bank Transfer,3,0.98,TRUE,FALSE
CUST_01785,Steve Graham,Male,43,emoore@example.org,Philadelphia,2024-09-10,Silver,65503,9,935.64,PayPal,4,0.58,TRUE,FALSE
CUST_01786,Elizabeth Tucker,Female,58,zreilly@example.net,New York,2024-05-02,Bronze,58675,14,2054.87,PayPal,5,0.4,TRUE,FALSE
CUST_01787,Cynthia Sanchez,Female,58,matthewharper@example.net,Los Angeles,2024-10-28,Bronze,70995,15,562.21,PayPal,5,0.98,TRUE,FALSE
CUST_01788,Bradley Hogan,Male,60,hernandezroy@example.org,Los Angeles,2026-07-01,Bronze,51792,16,384.17,Bank Transfer,5,0.91,TRUE,TRUE
CUST_01789,Michael Hernandez,Male,53,smithgregory@example.org,Los Angeles,2024-07-26,Bronze,75925,13,1989.18,Apple Pay,5,0.41,TRUE,FALSE
CUST_01790,Michael Hull,Male,23,elizabeth10@example.org,Phoenix,2026-05-16,Bronze,76756,14,687.81,Bank Transfer,1,0.54,TRUE,FALSE
CUST_01791,Andrew Aguilar,Male,54,mendezlori@example.org,Houston,2026-01-23,Silver,77063,7,1146.08,PayPal,2,0.72,TRUE,FALSE
CUST_01792,Samantha Henry,Female,38,brittney98@example.org,San Antonio,2026-03-10,Silver,42834,8,1549.45,Apple Pay,3,0.27,FALSE,TRUE
CUST_01793,Ana Obrien,Female,22,eric81@example.com,San Antonio,2025-07-06,Bronze,68409,13,1180.82,Credit Card,3,0.77,TRUE,FALSE
CUST_01794,Amanda Phelps,Female,62,heatherpatrick@example.com,Houston,2026-07-20,Bronze,48644,9,1091.29,Bank Transfer,1,0.7,TRUE,TRUE
CUST_01795,Matthew Briggs,Male,41,proman@example.com,Houston,2025-09-10,Bronze,49732,12,2106.65,Apple Pay,2,0.78,FALSE,FALSE
CUST_01796,Julia Warner,Female,20,millerbriana@example.org,San Diego,2024-02-19,Bronze,60012,14,1054.17,PayPal,2,0.15,TRUE,FALSE
CUST_01797,Mrs. Miranda Campbell MD,Female,30,beth76@example.com,Houston,2024-01-23,Silver,62181,10,1211.05,PayPal,1,0.81,TRUE,TRUE
CUST_01798,Tommy Arnold,Male,19,sharon37@example.net,Chicago,2023-10-18,Silver,71450,16,934.12,Apple Pay,1,0.09,TRUE,TRUE
CUST_01799,Cheryl Jones,Female,42,randalllinda@example.com,Philadelphia,2024-04-02,Bronze,78576,13,1857.24,Bank Transfer,3,0.98,TRUE,FALSE
CUST_01800,Mary Sanders,Female,30,shannon56@example.net,San Diego,2024-08-21,Bronze,74023,13,648.22,PayPal,2,0.66,TRUE,FALSE
CUST_01801,Lacey Graves,Female,20,boothfrank@example.com,Phoenix,2024-12-09,Bronze,74511,11,992.98,PayPal,3,0.01,TRUE,FALSE
CUST_01802,Virginia Hernandez,Female,34,johnmunoz@example.com,New York,2026-06-01,Bronze,50077,8,168.67,PayPal,1,0.13,TRUE,FALSE
CUST_01803,Jason Townsend,Male,24,jennifer95@example.com,Philadelphia,2023-09-14,Silver,74306,17,2478.8,Apple Pay,3,0.09,TRUE,FALSE
CUST_01804,Samantha Mason,Female,40,dylanbecker@example.net,Chicago,2025-12-04,Bronze,62257,6,175,PayPal,2,0.48,TRUE,FALSE
CUST_01805,Jeanette Rice,Female,55,ryandodson@example.org,New York,2025-01-21,Bronze,84387,10,223.1,PayPal,3,0.31,FALSE,TRUE
CUST_01806,Kimberly Ryan,Female,26,vwilliams@example.org,San Diego,2024-11-30,Bronze,72429,10,980.71,Apple Pay,2,0.41,TRUE,FALSE
CUST_01807,Ricky Wells,Male,29,mhickman@example.net,Los Angeles,2024-05-21,Bronze,66789,18,2966.72,Apple Pay,2,0.71,TRUE,FALSE
CUST_01808,Leslie Cole,Female,53,patricia03@example.net,San Antonio,2026-05-29,Gold,60042,10,1937.41,Credit Card,5,0.7,TRUE,FALSE
CUST_01809,Deborah Schmidt,Female,54,walkerlorraine@example.org,Houston,2024-11-19,Silver,75665,12,1721.92,PayPal,3,0.02,TRUE,FALSE
CUST_01810,Tina Lang,Female,48,amanda86@example.org,Houston,2025-03-13,Silver,47434,16,877.08,Apple Pay,5,0.68,TRUE,FALSE
CUST_01811,Robert Bowman,Male,44,kayla07@example.net,Los Angeles,2024-05-01,Silver,65524,12,2157.19,Credit Card,4,0.67,TRUE,TRUE
CUST_01812,Dustin Wilson,Male,62,saraprice@example.net,Philadelphia,2024-09-05,Silver,62995,5,600.55,Apple Pay,1,0.64,FALSE,TRUE
CUST_01813,Christina Cohen,Female,33,murphyjohn@example.com,Chicago,2023-10-03,Silver,71360,16,1131.19,Bank Transfer,3,0.57,TRUE,FALSE
CUST_01814,Paul Scott,Male,35,emily62@example.com,San Diego,2024-04-21,Gold,86520,8,180.69,Credit Card,4,0.85,FALSE,TRUE
CUST_01815,Brent Huynh,Male,47,whitney81@example.org,Phoenix,2026-08-23,Bronze,66250,7,446.26,Credit Card,1,0.57,FALSE,TRUE
CUST_01816,Samuel Smith,Male,63,camerontownsend@example.com,San Antonio,2026-08-03,Bronze,74051,15,1609.64,Apple Pay,2,0.61,FALSE,TRUE
CUST_01817,Jerry Martinez,Male,33,edixon@example.net,Philadelphia,2025-07-15,Bronze,69026,13,1233.63,Credit Card,2,0.91,TRUE,FALSE
CUST_01818,Henry Davis,Male,32,paullopez@example.com,Chicago,2025-11-13,Silver,79971,9,1001.65,Apple Pay,5,0.23,TRUE,TRUE
CUST_01819,Lisa Montes,Female,32,gayfrancis@example.com,Phoenix,2024-03-04,Bronze,70176,14,2095.02,Credit Card,2,0.66,TRUE,TRUE
CUST_01820,Joseph Mendoza,Male,61,anthony66@example.org,Los Angeles,2026-02-11,VIP,51020,9,738.23,Credit Card,3,0.75,FALSE,FALSE
CUST_01821,Jennifer Jackson,Female,44,vayala@example.net,San Antonio,2023-11-23,Silver,44291,13,1993.62,PayPal,4,0.11,TRUE,FALSE
CUST_01822,Darrell Sandoval DVM,Male,54,dgrant@example.com,Phoenix,2024-08-29,Bronze,61511,11,257.56,Apple Pay,1,0.41,TRUE,FALSE
CUST_01823,Stephanie Johnson,Female,42,adamkelly@example.net,Houston,2026-06-30,Bronze,73088,14,1200.61,PayPal,2,0.06,FALSE,TRUE
CUST_01824,Jason Monroe,Male,41,michelle12@example.org,Chicago,2025-06-23,Bronze,,8,990.84,Bank Transfer,2,0.08,TRUE,FALSE
CUST_01825,Audrey Taylor,Female,34,jspencer@example.net,Chicago,2025-12-23,Bronze,25710,13,1093.44,Credit Card,3,0.5,TRUE,FALSE
CUST_01826,Rita Hartman,Female,27,john86@example.com,Houston,2023-10-23,Bronze,105909,16,2675.52,Credit Card,1,0.54,TRUE,FALSE
CUST_01827,Teresa Ortega,Female,65,heathercabrera@example.org,Philadelphia,2024-07-14,Bronze,50652,9,468.57,PayPal,1,0.09,TRUE,TRUE
CUST_01828,Vicki Hester,Female,36,charles44@example.com,New York,2023-10-05,Bronze,75754,13,1266.18,Bank Transfer,,0.57,FALSE,FALSE
CUST_01829,Garrett Joseph PhD,Male,56,coxcody@example.com,San Diego,2025-12-30,Gold,60084,15,2501.48,Bank Transfer,2,0.61,TRUE,FALSE
CUST_01830,Becky Ray,Female,59,halljoshua@example.net,Houston,2025-12-16,Bronze,71531,11,1612.56,Bank Transfer,2,0.7,TRUE,FALSE
CUST_01831,Angela Marquez,Female,34,rebecca41@example.com,San Diego,2025-12-13,Bronze,51708,15,1259.08,PayPal,4,0.05,TRUE,TRUE
CUST_01832,Thomas Fisher,Male,30,joseph02@example.org,San Diego,2023-12-23,Gold,40704,13,2199.07,Bank Transfer,2,0.87,TRUE,FALSE
CUST_01833,April Vance,Female,37,harrisonmichael@example.net,Phoenix,2024-01-06,Bronze,61238,17,3308.67,Credit Card,1,0.6,FALSE,FALSE
CUST_01834,Todd Jacobson,Male,32,christopherjackson@example.net,Philadelphia,2026-06-13,Silver,63009,19,661.74,Apple Pay,4,0.67,TRUE,FALSE
CUST_01835,Ashley Burnett,Female,20,trobinson@example.org,New York,2024-03-14,Bronze,80820,7,592.14,Credit Card,3,0.55,TRUE,FALSE
CUST_01836,Sharon Hicks,Female,34,hsmith@example.com,New York,2025-06-04,Bronze,55102,10,1288.32,PayPal,4,0.67,TRUE,TRUE
CUST_01837,Sarah Vasquez,Female,41,brianclark@example.net,Philadelphia,2024-11-09,Bronze,67235,10,1932.77,Credit Card,1,0.65,TRUE,FALSE
CUST_01838,Edward Taylor,Male,33,sbartlett@example.com,San Antonio,2024-06-09,Bronze,60219,9,796.78,Apple Pay,5,0.76,TRUE,TRUE
CUST_01839,Belinda Fisher,Female,43,hsmith@example.com,New York,2025-06-19,Bronze,71038,9,911.94,Bank Transfer,2,0.72,TRUE,TRUE
CUST_01840,Michael Ray,Male,26,coffeyjohn@example.net,Phoenix,2023-10-25,Silver,73314,10,1009.52,Credit Card,3,0.52,TRUE,FALSE
CUST_01841,Dr. Nicholas Sutton Jr.,Male,59,joshuarodriguez@example.org,Chicago,2025-08-25,Silver,75604,14,2393.17,Credit Card,4,0.99,TRUE,TRUE
CUST_01842,Ronald Smith,Male,62,petersonsergio@example.org,San Antonio,2025-11-12,Bronze,68745,12,1100.67,Credit Card,5,0.03,FALSE,TRUE
CUST_01843,Sheila Nguyen,Female,20,hgray@example.net,New York,2024-07-08,Silver,51068,9,1086.4,PayPal,1,0.75,FALSE,TRUE
CUST_01844,Scott Thomas,Male,35,qgomez@example.net,Houston,2024-06-03,Bronze,62927,10,1819.45,PayPal,1,0.78,FALSE,FALSE
CUST_01845,Denise Williams,Female,62,hamiltoneric@example.org,Houston,2025-12-09,Silver,62760,14,310.53,Apple Pay,5,0.52,TRUE,TRUE
CUST_01846,Christina Rodriguez,Female,55,donald42@example.com,San Antonio,2025-12-31,Silver,26508,11,1612.39,Apple Pay,4,0.25,TRUE,FALSE
CUST_01847,Pamela Brown,Female,19,pbailey@example.org,San Antonio,2025-01-15,Bronze,59611,12,2242.26,Credit Card,1,0.7,TRUE,FALSE
CUST_01848,Donald Woods,Male,66,enelson@example.org,Houston,2025-01-03,Bronze,56297,13,2339.86,Apple Pay,1,0.01,TRUE,TRUE
CUST_01849,Richard Brewer,Male,55,jrobinson@example.net,Phoenix,2025-08-14,Silver,83828,7,1398.3,Apple Pay,1,0.94,TRUE,FALSE
CUST_01850,Debra Wood,Female,49,hannah48@example.com,Chicago,2025-12-07,Bronze,94529,9,1283.43,Bank Transfer,2,0.88,TRUE,FALSE
CUST_01851,Latoya Dyer,Female,38,rachelking@example.org,San Antonio,2025-12-19,Silver,84349,9,1465.21,Credit Card,3,0.7,TRUE,FALSE
CUST_01852,Kristi Austin,Female,22,courtneymadden@example.org,Chicago,2024-02-21,Gold,66657,4,521.31,Apple Pay,1,0.3,TRUE,FALSE
CUST_01853,Patricia Carrillo,Female,63,abradley@example.com,Houston,2024-04-09,Silver,77337,10,856.96,Credit Card,3,0.41,TRUE,FALSE
CUST_01854,Eric Duran,Male,45,heather49@example.org,Houston,2025-07-31,Silver,68185,6,973.6,PayPal,4,0.96,TRUE,TRUE
CUST_01855,Tyler Cunningham,Male,45,cody79@example.org,San Antonio,2026-05-13,Bronze,,20,1072.13,PayPal,5,0.51,TRUE,FALSE
CUST_01856,Scott Kelly,Male,60,amandasnyder@example.com,Houston,2026-07-26,Silver,62616,12,755.55,Bank Transfer,3,0.45,TRUE,TRUE
CUST_01857,Billy Cunningham,Male,67,jessedelacruz@example.org,Houston,2025-02-03,Bronze,42178,16,2333.65,Credit Card,4,0.44,FALSE,FALSE
CUST_01858,Parker Garcia,Male,63,ohiggins@example.net,San Antonio,2024-05-03,Bronze,72988,19,3611.27,Bank Transfer,3,0.8,TRUE,FALSE
CUST_01859,Andrew Smith,Male,67,rmartinez@example.net,Phoenix,2025-06-17,Bronze,81019,9,324.64,Bank Transfer,4,0.75,TRUE,TRUE
CUST_01860,Christine Peterson,Female,47,cheryldavis@example.com,Phoenix,2026-01-25,Bronze,76270,11,493.55,Credit Card,1,0.37,TRUE,FALSE
CUST_01861,Lori Hodges,Female,56,alvarezjoshua@example.org,Los Angeles,2025-08-31,Bronze,79327,13,639.42,PayPal,2,0.55,FALSE,FALSE
CUST_01862,Aaron Wilkinson,Male,40,lauraclay@example.org,Los Angeles,2023-12-17,Silver,48150,11,2035.76,Credit Card,1,0.68,TRUE,TRUE
CUST_01863,Tammy Ramirez,Female,32,whorton@example.com,Houston,2025-05-12,Bronze,41070,11,2055.62,Credit Card,4,0.49,TRUE,FALSE
CUST_01864,Patrick Hooper,Male,42,contrerasjames@example.org,Philadelphia,2024-05-24,Bronze,57020,9,1538.43,PayPal,2,0.18,FALSE,FALSE
CUST_01865,Cassie Wilcox,Female,23,davidmurray@example.net,San Antonio,2025-01-15,Silver,73305,19,2090.22,PayPal,5,0.96,TRUE,FALSE
CUST_01866,Amanda Swanson,Female,65,michaelsherman@example.com,New York,2026-03-13,Bronze,72013,11,1798.47,PayPal,3,0.44,TRUE,FALSE
CUST_01867,Michael Bass,Male,65,thomassmith@example.com,Chicago,2023-10-19,Silver,56471,12,1961.88,Credit Card,4,0.97,FALSE,FALSE
CUST_01868,Sarah Fisher,Female,33,duranjason@example.org,Houston,2024-12-08,Bronze,60689,11,1655.9,Apple Pay,2,0.64,TRUE,FALSE
CUST_01869,Michael Martin,Male,20,olivia29@example.net,Houston,2025-09-03,Bronze,41640,15,1219.21,Bank Transfer,2,0.19,TRUE,FALSE
CUST_01870,Joann Jackson,Female,40,qramirez@example.net,San Antonio,2024-05-02,Bronze,63983,12,513.65,PayPal,2,0.17,FALSE,FALSE
CUST_01871,Patricia Smith,Female,37,xphillips@example.net,Chicago,2025-02-01,Bronze,76721,8,1413.99,PayPal,3,0.33,FALSE,FALSE
CUST_01872,Kevin Hogan,Male,54,rachelhall@example.net,San Antonio,2025-04-17,Bronze,58622,11,913.97,Credit Card,1,0.16,TRUE,FALSE
CUST_01873,Justin Foster,Male,41,brianwhite@example.org,Phoenix,2026-02-02,Bronze,59587,13,1689.32,Bank Transfer,4,0.72,TRUE,FALSE
CUST_01874,Anthony Garrison,Male,41,allenandrea@example.com,Phoenix,2025-04-08,Bronze,85829,10,1815.61,Apple Pay,5,0.61,TRUE,FALSE
CUST_01875,Debbie Dunn,Female,50,bradleyhenry@example.org,Houston,2024-02-11,Silver,60458,16,3068.21,Credit Card,1,0.78,TRUE,TRUE
CUST_01876,Michael Davis,Male,41,colleenjones@example.net,Los Angeles,2025-08-05,Bronze,74907,7,524.13,PayPal,2,0.87,TRUE,FALSE
CUST_01877,Philip Murray,Male,36,victoria50@example.org,Phoenix,2025-12-27,Bronze,60271,13,443.08,Apple Pay,2,0.56,FALSE,FALSE
CUST_01878,Reginald Vazquez,Male,38,millerfrederick@example.net,Phoenix,2026-02-12,Bronze,51233,14,1506.4,Apple Pay,2,0.7,TRUE,FALSE
CUST_01879,Bradley Lee,Male,37,gonzalespatricia@example.net,Chicago,2024-10-22,Bronze,57941,8,603,Credit Card,1,0.49,TRUE,FALSE
CUST_01880,Nicole Jacobs,Female,39,vanessaedwards@example.net,Phoenix,2024-01-15,Gold,43809,18,2913.82,Bank Transfer,1,0.89,TRUE,FALSE
CUST_01881,Maria Goodwin,Female,34,erik82@example.net,Houston,2025-09-12,Bronze,45930,6,540.47,Apple Pay,1,0.23,TRUE,FALSE
CUST_01882,Dustin Boyd,Male,53,hernandezmadison@example.com,Phoenix,2025-03-13,Bronze,61191,6,1022.71,PayPal,5,0.66,TRUE,FALSE
CUST_01883,Ernest Harrison,Male,34,cmcdonald@example.net,New York,2023-11-03,Silver,52881,19,2910.49,Apple Pay,2,0.73,TRUE,TRUE
CUST_01884,Stephen Gray,Male,65,christopher84@example.net,San Diego,2024-02-22,Bronze,58794,16,2906.3,PayPal,2,0.41,TRUE,FALSE
CUST_01885,Barbara Gutierrez,Female,23,william55@example.net,Philadelphia,2023-11-03,Silver,70731,15,2507.06,Credit Card,1,0.28,TRUE,FALSE
CUST_01886,Carolyn Ray,Female,49,tranbenjamin@example.com,Phoenix,2023-11-08,Silver,50139,13,1097.99,Credit Card,5,0.42,TRUE,TRUE
CUST_01887,Jennifer Chase,Female,52,ymontgomery@example.org,New York,2026-01-04,Silver,52134,13,295.62,Apple Pay,1,0.7,TRUE,FALSE
CUST_01888,Troy Chase,Male,47,davidbrown@example.org,New York,2026-06-24,Bronze,61223,12,2256.17,Credit Card,1,0.93,FALSE,FALSE
CUST_01889,David Rice,Male,64,greenjessica@example.net,Los Angeles,2024-03-23,Silver,59667,10,1221.92,Bank Transfer,4,0.81,TRUE,FALSE
CUST_01890,Kathleen Galvan,Female,37,nicholasgallagher@example.net,Los Angeles,2025-08-20,Silver,90535,12,489.08,Apple Pay,4,0.16,FALSE,TRUE
CUST_01891,Dana Nunez,Female,69,heathermontgomery@example.com,San Diego,2025-11-14,Silver,48238,9,818.53,Apple Pay,5,0.46,TRUE,FALSE
CUST_01892,Matthew Estrada,Male,38,rickey20@example.org,Houston,2026-05-01,Bronze,43130,14,1924.19,Bank Transfer,1,0.2,TRUE,FALSE
CUST_01893,Carlos Bowen,Male,29,tlewis@example.com,New York,2023-12-10,Bronze,59432,8,1269.59,Apple Pay,2,0.98,TRUE,FALSE
CUST_01894,Samantha Carter,Female,50,wmoore@example.com,Chicago,2025-12-19,Bronze,65025,14,1771.21,Bank Transfer,4,0.36,TRUE,TRUE
CUST_01895,Amanda Powell,Female,27,jenniferwood@example.net,Phoenix,2025-09-28,Silver,68519,7,305.57,Bank Transfer,2,0.99,TRUE,FALSE
CUST_01896,Tyler Pruitt,Male,34,barnettterry@example.com,Phoenix,2024-12-04,Bronze,71003,6,642.78,Apple Pay,,0.31,FALSE,FALSE
CUST_01897,Donna Johnston,Female,29,ingramjessica@example.com,Los Angeles,2024-06-01,Gold,72836,17,1686.53,Bank Transfer,,0.18,TRUE,TRUE
CUST_01898,Kelly Greer,Female,19,martin27@example.net,Los Angeles,2026-03-10,Gold,59721,9,1567.5,Bank Transfer,1,0.19,TRUE,FALSE
CUST_01899,Melissa Johnson,Female,53,kaiserkelly@example.org,New York,2026-06-11,Silver,65773,9,577.11,Bank Transfer,5,0.65,TRUE,TRUE
CUST_01900,Pamela Kelly,Female,60,brenda16@example.net,Chicago,2024-05-11,Silver,55802,17,1706.8,Apple Pay,3,0.67,TRUE,FALSE
CUST_01901,Ashley Davis,Female,46,ufox@example.org,Philadelphia,2025-04-29,Silver,54269,13,1429.22,Credit Card,2,0.31,TRUE,TRUE
CUST_01902,Christina Watkins,Female,42,travistaylor@example.net,Chicago,2024-08-30,Silver,68783,10,1285.5,Apple Pay,1,0.45,TRUE,TRUE
CUST_01903,Stephen Bond,Male,34,hubersamantha@example.net,San Antonio,2025-12-23,Gold,75280,16,1431.16,PayPal,3,0.7,TRUE,FALSE
CUST_01904,Tonya Esparza,Female,41,murrayvincent@example.com,Philadelphia,2026-01-11,Silver,54348,16,3096.38,PayPal,5,0.02,TRUE,TRUE
CUST_01905,Joseph Smith,Male,38,jasonjohnson@example.org,Phoenix,2025-06-14,Silver,65918,12,1994.15,PayPal,5,0.58,TRUE,FALSE
CUST_01906,Jennifer Dunn,Female,44,sancheznicholas@example.com,Houston,2025-08-08,Gold,67259,19,3103.35,Bank Transfer,5,0.9,TRUE,FALSE
CUST_01907,Monica Morrow,Female,59,hornerebecca@example.org,Houston,2026-05-04,Gold,52974,7,1251.85,PayPal,3,0.36,TRUE,FALSE
CUST_01908,Jenna Lynch,Female,44,dennis01@example.com,San Antonio,2025-07-03,Bronze,,16,2852.29,PayPal,3,0.35,TRUE,FALSE
CUST_01909,Seth Fowler,Male,41,daniel43@example.org,San Antonio,2024-11-19,Silver,59516,7,887.72,Credit Card,3,0.84,TRUE,FALSE
CUST_01910,Ryan Willis,Male,21,ulee@example.org,New York,2026-07-08,Bronze,58877,18,3179.17,Credit Card,1,0.22,TRUE,FALSE
CUST_01911,Katie Jones,Female,62,vhill@example.com,Phoenix,2023-12-04,Gold,40890,11,1212.85,Credit Card,2,0.81,TRUE,FALSE
CUST_01912,Amanda Reese,Female,55,david86@example.net,Houston,2023-10-27,Gold,47312,19,420.62,Bank Transfer,5,0.12,TRUE,FALSE
CUST_01913,Alex Conner,Male,58,travisfoster@example.com,Chicago,2026-08-05,Silver,88979,11,631.21,PayPal,5,0.95,TRUE,FALSE
CUST_01914,Joseph Davis,Male,52,ronaldbradford@example.org,Houston,2026-07-11,VIP,77716,13,1026.47,Bank Transfer,4,0.41,TRUE,FALSE
CUST_01915,Anthony Dyer,Male,53,peter91@example.org,San Diego,2024-11-07,Bronze,56390,17,2561.01,Credit Card,4,0.61,TRUE,FALSE
CUST_01916,Benjamin Bentley,Male,54,corythompson@example.org,Los Angeles,2024-06-15,Silver,65139,11,252.48,PayPal,1,0.08,TRUE,FALSE
CUST_01917,Anthony Jordan,Male,21,ryanrodriguez@example.net,San Diego,2026-03-27,Bronze,63246,10,1445.81,Apple Pay,1,0.4,TRUE,TRUE
CUST_01918,Justin Barrera,Male,23,traceyguerra@example.com,San Antonio,2025-12-10,Silver,81154,10,309.86,Apple Pay,3,0.86,TRUE,FALSE
CUST_01919,Dana Kemp,Female,48,leontracie@example.org,San Antonio,2024-09-20,Silver,48413,12,1019.99,Credit Card,5,0.72,TRUE,TRUE
CUST_01920,Scott Durham,Male,26,ricklewis@example.net,Phoenix,2024-10-25,Bronze,80390,10,1975.12,Apple Pay,5,0.15,TRUE,TRUE
CUST_01921,Anthony Estrada,Male,52,bvazquez@example.net,New York,2026-02-28,VIP,84034,15,2769.78,PayPal,3,0.77,TRUE,TRUE
CUST_01922,Wendy Carpenter,Female,58,prattjustin@example.org,Phoenix,2026-07-01,Bronze,69324,12,843.36,PayPal,4,0.67,TRUE,FALSE
CUST_01923,Jesse Scott,Male,68,richardharper@example.net,Phoenix,2025-07-25,Gold,44234,8,1258.25,Apple Pay,2,1,TRUE,FALSE
CUST_01924,Pamela Armstrong,Female,45,qkane@example.com,San Diego,2026-03-08,Bronze,61881,11,369.95,Bank Transfer,,0.72,TRUE,FALSE
CUST_01925,Olivia Reese,Female,30,hdavis@example.com,Houston,2024-02-17,Bronze,61005,15,2206.41,Apple Pay,1,0.57,TRUE,TRUE
CUST_01926,Kerry Walsh,Male,47,dylancunningham@example.com,New York,2023-10-04,Bronze,59565,13,1052.49,Bank Transfer,2,0.71,TRUE,TRUE
CUST_01927,Eric Montgomery,Male,61,stephaniezamora@example.org,Phoenix,2024-03-31,Silver,42457,15,1797.82,Credit Card,5,0.17,TRUE,FALSE
CUST_01928,Robert Phillips,Male,62,kimberlyjordan@example.net,San Antonio,2025-05-16,Bronze,61997,10,949.32,Credit Card,4,0.16,FALSE,FALSE
CUST_01929,Jason Lyons,Male,57,omoore@example.org,San Diego,2025-01-24,Gold,80806,27,3621.48,Credit Card,4,0.74,TRUE,FALSE
CUST_01930,Stephanie May,Female,61,karacollins@example.net,Philadelphia,2024-05-18,Bronze,77411,12,1590.2,Apple Pay,5,0.96,TRUE,FALSE
CUST_01931,Gabriel Bates,Male,54,debra82@example.net,Phoenix,2026-05-21,VIP,63931,12,1003.26,Credit Card,4,0.42,TRUE,FALSE
CUST_01932,Russell Pollard,Male,67,merrittsusan@example.net,Houston,2024-01-18,Silver,76249,11,1895.63,Apple Pay,1,0.91,TRUE,TRUE
CUST_01933,Melissa Bishop,Female,68,anthony26@example.net,San Antonio,2025-12-25,Bronze,81953,13,2446.01,Apple Pay,3,0.16,TRUE,FALSE
CUST_01934,Charles Guerrero,Male,61,bowerspatrick@example.com,Los Angeles,2024-09-22,Silver,62715,12,1651.47,PayPal,5,0.47,TRUE,TRUE
CUST_01935,Tammy Robinson,Female,43,gstokes@example.net,San Diego,2026-03-09,Bronze,68426,7,808.55,Apple Pay,1,0.07,TRUE,FALSE
CUST_01936,Randall Aguirre,Male,59,ashley14@example.org,Chicago,2026-01-09,Silver,65248,8,301.59,Credit Card,1,0.97,TRUE,FALSE
CUST_01937,Brittany Matthews,Female,66,melissa40@example.org,Phoenix,2026-03-11,Bronze,66981,10,530.56,Bank Transfer,5,0.35,TRUE,FALSE
CUST_01938,Paul Smith,Male,41,yburke@example.org,Houston,2026-09-09,Bronze,54368,10,535.2,Apple Pay,4,0.32,TRUE,FALSE
CUST_01939,Veronica Hughes,Female,53,charlesbarnett@example.net,New York,2024-09-11,Bronze,62296,13,1888.14,Credit Card,5,0.73,TRUE,FALSE
CUST_01940,Dr. Amber Jones,Female,43,salazarjoshua@example.com,Los Angeles,2025-08-01,Bronze,49362,19,901.31,Credit Card,3,0.87,FALSE,TRUE
CUST_01941,Nancy Brown,Female,52,oayala@example.net,Los Angeles,2024-04-12,Bronze,,26,1082.6,PayPal,5,0.55,FALSE,FALSE
CUST_01942,Jessica Jenkins,Female,35,brentrichardson@example.net,Houston,2024-07-13,Bronze,60526,16,2913.32,Bank Transfer,5,0.79,TRUE,FALSE
CUST_01943,Jon Ramos,Male,24,peter07@example.org,New York,2025-11-14,Bronze,69843,19,2854.64,Apple Pay,3,0.83,TRUE,FALSE
CUST_01944,Jason Anderson,Male,44,melvinpeters@example.org,Chicago,2025-12-06,Gold,66043,8,959.94,Bank Transfer,5,0.87,TRUE,FALSE
CUST_01945,Lori Wells,Female,33,kleblanc@example.net,Los Angeles,2025-10-16,Gold,61521,10,742.73,PayPal,2,0.64,TRUE,TRUE
CUST_01946,Patricia Baker,Female,44,rzuniga@example.net,Chicago,2024-06-25,Bronze,50599,11,1504.91,Bank Transfer,4,0.35,TRUE,TRUE
CUST_01947,Mr. Jesse Davis,Male,43,stephanieedwards@example.net,Houston,2026-06-26,Silver,67683,13,366.18,Bank Transfer,5,0.11,TRUE,FALSE
CUST_01948,Sydney Morales,Female,67,fstephens@example.com,Philadelphia,2023-09-22,Gold,63958,15,2215.86,PayPal,4,0.76,TRUE,TRUE
CUST_01949,Steven Martin,Male,68,millerfrank@example.com,San Diego,2024-01-12,Bronze,62709,14,1149.28,Bank Transfer,3,0.94,TRUE,FALSE
CUST_01950,Cynthia Palmer,Female,51,david78@example.net,Philadelphia,2026-08-16,Silver,54294,7,922.91,Apple Pay,4,0.42,TRUE,TRUE
CUST_01951,Cheryl West,Female,62,kurt90@example.net,San Diego,2026-07-30,Bronze,75153,10,486.76,Credit Card,3,0.25,TRUE,TRUE
CUST_01952,Frank Thomas,Male,56,ccarter@example.org,San Antonio,2024-12-26,Silver,63360,13,1114.74,Apple Pay,1,0.24,TRUE,TRUE
